array,address_hex,address_decimal,word_hex,word_binary
DATA_ARRAY_0,0xCB,203,0x0000002F,00000000000000000000000000101111
DATA_ARRAY_0,0xCC,204,0x80F08F0F,10000000111100001000111100001111
DATA_ARRAY_0,0xCD,205,0x08FF0480,00001000111111110000010010000000
DATA_ARRAY_0,0xCE,206,0x087FF8F0,00001000011111111111100011110000
DATA_ARRAY_0,0xCF,207,0x00FC8C0E,00000000111111001000110000001110
DATA_ARRAY_0,0xD0,208,0x00080047,00000000000010000000000001000111
DATA_ARRAY_0,0xD1,209,0xD44FF38F,11010100010011111111001110001111
DATA_ARRAY_0,0xD2,210,0x70008F00,01110000000000001000111100000000
DATA_ARRAY_0,0xD3,211,0x8F8000A8,10001111100000000000000010101000
DATA_ARRAY_0,0xD4,212,0x00845008,00000000100001000101000000001000
DATA_ARRAY_0,0xD5,213,0x78FF0808,01111000111111110000100000001000
DATA_ARRAY_0,0xD6,214,0xFCF78708,11111100111101111000011100001000
DATA_ARRAY_0,0xD7,215,0x0000C070,00000000000000001100000001110000
DATA_ARRAY_0,0xD8,216,0x0F00B880,00001111000000001011100010000000
DATA_ARRAY_0,0xD9,217,0x083000C5,00001000001100000000000011000101
DATA_ARRAY_0,0xDA,218,0x40F0B080,01000000111100001011000010000000
DATA_ARRAY_0,0xDB,219,0x047F484F,00000100011111110100100001001111
DATA_ARRAY_0,0xDC,220,0x80008088,10000000000000001000000010001000
DATA_ARRAY_0,0xDD,221,0x4FFA00AF,01001111111110100000000010101111
DATA_ARRAY_0,0xDE,222,0x0083B88C,00000000100000111011100010001100
DATA_ARRAY_0,0xDF,223,0x87F44070,10000111111101000100000001110000
DATA_ARRAY_0,0xE0,224,0x7800ACC0,01111000000000001010110011000000
DATA_ARRAY_0,0xE1,225,0xF8E00008,11111000111000000000000000001000
DATA_ARRAY_0,0xE2,226,0x00F0F30C,00000000111100001111001100001100
DATA_ARRAY_0,0xE3,227,0x0FF0CF0F,00001111111100001100111100001111
DATA_ARRAY_0,0xE4,228,0xB60058F4,10110110000000000101100011110100
DATA_ARRAY_0,0xE5,229,0xF2C88CC4,11110010110010001000110011000100
DATA_ARRAY_0,0xE6,230,0xB8F02004,10111000111100000010000000000100
DATA_ARRAY_0,0xE7,231,0xF04EA08C,11110000010011101010000010001100
DATA_ARRAY_0,0xE8,232,0x187F0B3F,00011000011111110000101100111111
DATA_ARRAY_0,0xE9,233,0xB87A438F,10111000011110100100001110001111
DATA_ARRAY_0,0xEA,234,0x88440250,10001000010001000000001001010000
DATA_ARRAY_0,0xEB,235,0x806FC7F8,10000000011011111100011111111000
DATA_ARRAY_0,0xEC,236,0xEC0F4F81,11101100000011110100111110000001
DATA_ARRAY_0,0xED,237,0x783F00B4,01111000001111110000000010110100
DATA_ARRAY_0,0xEE,238,0x8C0FBC7B,10001100000011111011110001111011
DATA_ARRAY_0,0xEF,239,0xA00F34F0,10100000000011110011010011110000
DATA_ARRAY_0,0xF0,240,0xBA77844F,10111010011101111000010001001111
DATA_ARRAY_0,0xF1,241,0xB480A07B,10110100100000001010000001111011
DATA_ARRAY_0,0xF2,242,0x7F7B7B47,01111111011110110111101101000111
DATA_ARRAY_0,0xF3,243,0x2BDC8FB7,00101011110111001000111110110111
DATA_ARRAY_0,0xF4,244,0x34FB63EF,00110100111110110110001111101111
DATA_ARRAY_0,0xF5,245,0x00F44FC7,00000000111101000100111111000111
DATA_ARRAY_0,0xF6,246,0x04C00F63,00000100110000000000111101100011
DATA_ARRAY_0,0xF7,247,0x38F44740,00111000111101000100011101000000
DATA_ARRAY_0,0xF8,248,0x7DA0C3BD,01111101101000001100001110111101
DATA_ARRAY_0,0xF9,249,0xCC7B47C7,11001100011110110100011111000111
DATA_ARRAY_0,0xFA,250,0xF3B47704,11110011101101000111011100000100
DATA_ARRAY_0,0xFB,251,0x00B8E4FF,00000000101110001110010011111111
DATA_ARRAY_0,0xFC,252,0xC3C4772F,11000011110001000111011100101111
DATA_ARRAY_0,0xFD,253,0x47000E30,01000111000000000000111000110000
DATA_ARRAY_0,0xFE,254,0xF7CF000B,11110111110011110000000000001011
DATA_ARRAY_0,0xFF,255,0x20B37034,00100000101100110111000000110100
DATA_ARRAY_1,0x00,0,0x4070BB77,01000000011100001011101101110111
DATA_ARRAY_1,0x01,1,0x718494CB,01110001100001001001010011001011
DATA_ARRAY_1,0x02,2,0xB2E20C44,10110010111000100000110001000100
DATA_ARRAY_1,0x03,3,0x7F30D70C,01111111001100001101011100001100
DATA_ARRAY_1,0x04,4,0x00DF30FC,00000000110111110011000011111100
DATA_ARRAY_1,0x05,5,0x74D00BB7,01110100110100000000101110110111
DATA_ARRAY_1,0x06,6,0x7280738C,01110010100000000111001110001100
DATA_ARRAY_1,0x07,7,0x84BC0F50,10000100101111000000111101010000
DATA_ARRAY_1,0x08,8,0x80707B7C,10000000011100000111101101111100
DATA_ARRAY_1,0x09,9,0xE8FBDAC2,11101000111110111101101011000010
DATA_ARRAY_1,0x0A,10,0x348F07C8,00110100100011110000011111001000
DATA_ARRAY_1,0x0B,11,0x010FB77B,00000001000011111011011101111011
DATA_ARRAY_1,0x0C,12,0x2F0028F0,00101111000000000010100011110000
DATA_ARRAY_1,0x0D,13,0xB3C04CE7,10110011110000000100110011100111
DATA_ARRAY_1,0x0E,14,0xC3420FA0,11000011010000100000111110100000
DATA_ARRAY_1,0x0F,15,0xB74C7747,10110111010011000111011101000111
DATA_ARRAY_1,0x10,16,0x2BCAFE77,00101011110010101111111001110111
