array,address_hex,address_decimal,word_hex,word_binary
CFG_ARRAY_1,0x54,84,0xA104B2C1,10100001000001001011001011000001
CFG_ARRAY_1,0x56,86,0x9C2D5A4A,10011100001011010101101001001010
CFG_ARRAY_1,0x58,88,0x88DEE96B,10001000110111101110100101101011
CFG_ARRAY_1,0x5A,90,0x4FEA59A0,01001111111010100101100110100000
CFG_ARRAY_1,0x5C,92,0x4C33A3D8,01001100001100111010001111011000
CFG_ARRAY_1,0x5E,94,0x0CF4C007,00001100111101001100000000000111
CFG_ARRAY_1,0x60,96,0xE1C5F6D5,11100001110001011111011011010101
CFG_ARRAY_1,0x62,98,0x70FD08F2,01110000111111010000100011110010
CFG_ARRAY_1,0x64,100,0x40F0E13E,01000000111100001110000100111110
CFG_ARRAY_1,0x66,102,0xE9849C12,11101001100001001001110000010010
CFG_ARRAY_1,0x68,104,0x17C844DC,00010111110010000100010011011100
CFG_ARRAY_1,0x6A,106,0x72DA730E,01110010110110100111001100001110
CFG_ARRAY_1,0x6C,108,0x989AFF4F,10011000100110101111111101001111
CFG_ARRAY_1,0x6E,110,0xA1EA26DC,10100001111010100010011011011100
CFG_ARRAY_1,0x70,112,0xB1E4C11E,10110001111001001100000100011110
CFG_ARRAY_1,0x72,114,0xC4E11AEE,11000100111000010001101011101110
CFG_ARRAY_1,0x74,116,0x116EB1F0,00010001011011101011000111110000
CFG_ARRAY_1,0x76,118,0xEC14F5E0,11101100000101001111010111100000
CFG_ARRAY_1,0x78,120,0xEEEBF316,11101110111010111111001100010110
CFG_ARRAY_1,0x7A,122,0xDB36CCF7,11011011001101101100110011110111
CFG_ARRAY_1,0x7C,124,0xEEE71E1C,11101110111001110001111000011100
CFG_ARRAY_1,0x7E,126,0x438EDF2E,01000011100011101101111100101110
CFG_ARRAY_1,0x80,128,0x670840CF,01100111000010000100000011001111
CFG_ARRAY_1,0x82,130,0x00788FF0,00000000011110001000111111110000
CFG_ARRAY_1,0x84,132,0x880F8FCF,10001000000011111000111111001111
CFG_ARRAY_1,0x86,134,0x2000C080,00100000000000001100000010000000
CFG_ARRAY_1,0x88,136,0x08D8007A,00001000110110000000000001111010
